MANDT,AUFNR,CORREL,AUART,LTXA1,PSPEL,STTX2,KONTY,REC_OBJNR1,TXTREC,ERDA2,ERNA2,BANFN,BNFPO,TXZ01,WERKS,PREIS,WAER1,MONT1,AFNAM,AFNAM_N,BADAT,LFDAT,LIFNR_SP,NAME1_EBAN,PRIO_REQ,ERNAM,NAME_TEXT,ERDAT,BEDNR,EKGRP_SP,ZZORDTR,ZZPOSNR,ZZEMBAR,ZZTMANT,ZCLASIF_UBIC,ZZSISTE,ZZDSIST,ZZEQUIP,ZZDESEM,BANPR,BLCKD,LOEKZ_SP,FRGKZ_SP,FKZTX,SFRGDU,SFRGC1,LIBSP1,SFRGD1,SFRGZ1,SFRGC2,LIBSP2,SFRGD2,SFRGZ2,SFRGC3,LIBSP3,SFRGD3,SFRGZ3,EBELN,EBELP,LIFNR,NAME1,AEDAT,EINDT,EKGRP,MENGE,MEINS,NETPR,WAER2,MONT2,LOEKZ_OC,FRGKE,FRGET,OFRGDU,OFRGC1,LIBOC1,OFRGD1,OFRGZ1,OFRGC2,LIBOC2,OFRGD2,OFRGZ2,OFRGC3,LIBOC3,OFRGD3,OFRGZ3,OFRGC4,LIBOC4,OFRGD4,OFRGZ4,OFRGC5,LIBOC5,OFRGD5,OFRGZ5,OFRGC6,LIBOC6,OFRGD6,OFRGZ6,OFRGC7,LIBOC7,OFRGD7,OFRGZ7,OFRGC8,LIBOC8,OFRGD8,OFRGZ8,LBLNI,KZABN_TXT,FINAL_TXT,TXZ01_HES,LBLNE,NETWR,WAERS_HE2,LWERT,WAERS_HE1,ERDA3,HESNM,NMHES,CNTEN,LZVON,LZBIS,DLORT,SBNAMAG,SBNAMAN,QASRV,TXSRV,PLAZOSRV,TXPLAZOSRV,EVASEGOCU,TXEVASEGOCU,TXNROATC,HFRGC1,LIBHE1,HFRGD1,HFRGZ1,HFRGC2,LIBHE2,HFRGD2,HFRGZ2,BELNR,GJAHR,BUDAT,XBLNR,RMWWR,WMWST1,WAERS_FAC,XEXPORT
600,M617007     ,000001,ZMAX,TMSU_Mantto en Aire acondicionado TDF #4,PMP24/03-TMSU-02-12-CO,CTEC MOVM,KS,3032102001,HyP Fijo TMSU,2024-08-05,TASA_MAXIMO,0020132419,00010,Mantto en Aire acondicionado TDF #4,TMSU,1680,PEN,448.24,TMM1,MANTTO PLA,2024-08-05,2024-08-14,2047725925,O C INGENIERIA Y SERVICIOS LOGISTIC,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T02,617007,617009,TMSU,MPA,12,TMSU0202-0704,Equipos de aire acondicionado TDF 4,0000000000000000400032266,Equipo AA 60000 BTU,05,,,3,Liberado Total,2024-08-05,M2,EMORE,2024-08-05,X,,,0000-00-00,,,,0000-00-00,,5010179895,00010,2047725925,O C INGENIERIA Y SERVICIOS LOG,2024-08-12,2024-08-14,T84,1,UA,1680,PEN,450.28,,8,Liberado total Exsa,2024-08-14,LT,JHDELGADO,2024-08-14,X,GM,EDELASCASAS,2024-08-14,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001873799,Aceptada,,Mantto en Aire acondicionado TDF #4,,1680,PEN,1680,PEN,2024-08-21,TASA_MAXIMO,1,100,2024-05-08,2024-05-09,Malabrigo,PCOLONNA,OLEARYS AL,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047317,PM,TCURO,2024-08-21,X,,,0000-00-00,,5105628259,2024,2024-09-12,01-0E001-0001540,1982.4,302.4,PEN,
600,M617011     ,000001,ZMAX,se necesita la  fabricación de espárrago,F2A24/10-T425-EPPM06SACO,CTEC MOVM,KS,3023120014,Tasa 425 (Bravo 9) F,2024-09-02,TASA_MAXIMO,0020134541,00010,se necesita la  fabricación de espárrago,TCHI,750,PEN,200,TMF2,MANTTO IPR,2024-09-02,2024-09-30,,,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T66,617011,617012,T425,MPA,07,TF01425-0710,Sistema De Enfriamiento Motores/hidrauli,0000000000000000300040556,Box Cooler Camisas enfriamiento motor,05,,,3,Liberado Total,2024-09-03,JE,EMORE,2024-09-03,X,,,0000-00-00,,,,0000-00-00,,5010182396,00010,2053192351,RICARDO ORDINOLA CARMEN E.I.R.,2024-09-05,2024-09-30,T62,1,UA,750,PEN,197.52,,8,Liberado total Exsa,2024-09-09,GL,FTHORNE,2024-09-05,X,GM,EDELASCASAS,2024-09-09,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001919827,Aceptada,,se necesita la  fabricación de espárrago,,750,PEN,750,PEN,2024-09-24,TASA_MAXIMO,1,100,2024-08-03,2024-08-05,TASA 425,DATORRES,RORDINOLA,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,1048873,PM,TCURO,2024-09-24,X,,,0000-00-00,,5105640498,2024,2024-10-07,01-0E001-0000220,3296.92,502.92,PEN,
600,M617013     ,000001,ZMAX,TMSU_Balanceo Dinamico por condicion de,PMP24/02-TMSU-02-07-CO,CTEC MOVM,KS,3032102001,HyP Fijo TMSU,2024-08-05,TASA_MAXIMO,0020132417,00010,Balanceo Dinamico por condicion de equip,TMSU,1050,USD,1050,TMM1,MANTTO PLA,2024-08-05,2024-08-09,2054165722,LIV CONTRATISTAS GENERALES S.A.C.,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T66,617013,617014,TMSU,COND,07,TMSU0107-0101,MOLINO SECO #1,0000000000000000000000000,,05,,,3,Liberado Total,2024-08-05,M2,EMORE,2024-08-05,X,,,0000-00-00,,,,0000-00-00,,5010179534,00010,2054165722,LIV CONTRATISTAS GENERALES S.A,2024-08-08,2024-08-09,T73,1,UA,1050,USD,1050,,8,Liberado total Exsa,2024-08-09,LT,JHDELGADO,2024-08-08,X,GM,EDELASCASAS,2024-08-09,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001863666,Aceptada,,Balanceo Dinamico por condicion de equip,,1050,USD,1050,USD,2024-08-13,TASA_MAXIMO,1,100,2024-08-05,2024-08-05,Malabrigo,PCOLONNA,LUIS CHIMO,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047315,PM,TCURO,2024-08-13,X,,,0000-00-00,,5105613283,2024,2024-08-14,01-0E001-0000023,1239,189,USD,
600,M617022     ,000001,ZMAX,TMAT CAMBIO EJE TH EXTRACTOR POZA N°01 B,PMP24/03-TMAT-01-02,CTEC MOVM,KS,3032182001,HyP Fijo TMAT,2024-08-05,TASA_MAXIMO,0020132430,00010,TMAT CAMBIO EJE TH EXTRACTOR POZA N°01 B,TMAT,1340,PEN,357.52,TMR4,MANTTO COR,2024-08-05,2024-07-28,2060530174,SERGEZUBE E.I.R.L.,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T66,617022,617023,TMAT,EM,02,TMAT0102-0501,Transportador de Poza de Pescado #1,0000000000000000300009333,"TRANSP.HELIC. Ø18""X18""PASOX10000LG SS",05,,,3,Liberado Total,2024-08-12,BG,EDWPEREZ,2024-08-12,X,,,0000-00-00,,,,0000-00-00,,5010179990,00020,2060530174,SERGEZUBE E.I.R.L.,2024-08-13,2024-07-28,T54,1,UA,1340,PEN,357.62,,8,Liberado total Exsa,2024-08-13,LT,JHDELGADO,2024-08-13,X,GM,EDELASCASAS,2024-08-13,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001870839,Aceptada,,TMAT CAMBIO EJE TH EXTRACTOR POZA N°01 B,,1340,PEN,1340,PEN,2024-08-19,TASA_MAXIMO,1,100,2024-08-02,2024-08-05,Matarani - Mollendo,YSAMBRANO,A. Salas,090,DE 81% A 90 % DE CUMPLIMIENTO,100,MUY SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047318,SR,EMARENGO,2024-08-19,X,,,0000-00-00,,5105616308,2024,2024-08-20,01-0E001-0000641,2737.6,417.6,PEN,
600,M617026     ,000001,ZMAX,TMAT MANTTO  VALVULA REGULAD PETROLEO CA,PMP24/03-TMAT-01-11,CTEC MOVM,KS,3032182001,HyP Fijo TMAT,2024-08-05,TASA_MAXIMO,0020132431,00010,TMAT MANTTO  VALVULA REGULAD PETROLEO CA,TMAT,850,USD,850,TMR4,MANTTO COR,2024-08-05,2024-07-11,2061042382,EQUIPOS INDUSTRIALES & CALDERAS S.A,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T66,617026,617033,TMAT,MCP,11,TMAT0201-0116,Caldero #6,0000000000000000300009687,CALDERA DE VAPOR 900BHP,05,,,3,Liberado Total,2024-08-07,BG,EDWPEREZ,2024-08-07,X,,,0000-00-00,,,,0000-00-00,,5010179935,00010,2061042382,EQUIPOS INDUSTRIALES & CALDERA,2024-08-12,2024-07-11,T84,1,UA,850,USD,850,,8,Liberado total Exsa,2024-08-15,LT,JHDELGADO,2024-08-15,X,GM,EDELASCASAS,2024-08-15,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001870813,Aceptada,,TMAT MANTTO  VALVULA REGULAD PETROLEO CA,,850,USD,850,USD,2024-08-19,TASA_MAXIMO,1,100,2024-07-13,2024-07-15,Matarani - Mollendo,YSAMBRANO,LUZGARDO,090,DE 81% A 90 % DE CUMPLIMIENTO,100,MUY SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047319,SR,EMARENGO,2024-08-19,X,,,0000-00-00,,5105615664,2024,2024-08-19,01-0E001-0000041,1003,153,USD,
600,M617027     ,000001,ZMAX,TMAT CAMBIO TUB PURGA CONDENSADO COCINA,PMP24/03-TMAT-01-04,CTEC MOVM,KS,3032182001,HyP Fijo TMAT,2024-08-05,TASA_MAXIMO,0020132433,00010,TMAT CAMBIO TUB PURGA CONDENSADO COCINA,TMAT,800,PEN,213.45,TMR4,MANTTO COR,2024-08-05,2024-08-05,2060530174,SERGEZUBE E.I.R.L.,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T68,617027,617028,TMAT,MCP,04,TMAT0104-0204,Cocina #3,0000000000000000000000000,,05,,,3,Liberado Total,2024-08-12,BG,EDWPEREZ,2024-08-12,X,,,0000-00-00,,,,0000-00-00,,5010179990,00030,2060530174,SERGEZUBE E.I.R.L.,2024-08-13,2024-08-05,T54,1,UA,800,PEN,213.5,,8,Liberado total Exsa,2024-08-13,LT,JHDELGADO,2024-08-13,X,GM,EDELASCASAS,2024-08-13,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001870815,Aceptada,,TMAT CAMBIO TUB PURGA CONDENSADO COCINA,,800,PEN,800,PEN,2024-08-19,TASA_MAXIMO,1,100,2024-07-31,2024-07-31,Matarani - Mollendo,YSAMBRANO,M. Flores,090,DE 81% A 90 % DE CUMPLIMIENTO,100,MUY SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047321,SR,EMARENGO,2024-08-19,X,,,0000-00-00,,5105623481,2024,2024-09-04,01-0E001-0000651,944,144,PEN,
600,M617039     ,000001,ZMAX,TCNO_Mantto 02 valvula de control,PMP24/03-TCNO-02-05-CO,CTEC MOVM,KS,3032142001,HyP Fijo TCNO,2024-08-05,TASA_MAXIMO,0020132432,00010,TCNO_Mantto 02 valvula de control,TCNO,1550,USD,1550,TMD1,MANTTO PLA,2024-08-05,2024-08-19,,,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T66,617039,617040,TCNO,COND,05,TCNO0105-0201,Secador Rotadisco #1,0000000000000000300023904,SECADOR ROTADISCO 7500KG/HR,05,,,3,Liberado Total,2024-08-05,M2,EMORE,2024-08-05,X,,,0000-00-00,,,,0000-00-00,,5010179564,00010,2050463842,TERMODINAMICA SOCIEDAD ANONIMA,2024-08-08,2024-08-19,T73,1,UA,1550,USD,1550,,8,Liberado total Exsa,2024-08-09,LT,JHDELGADO,2024-08-08,X,GM,EDELASCASAS,2024-08-09,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001898619,Aceptada,,TCNO_Mantto 02 valvula de control,,1550,USD,1550,USD,2024-09-09,TASA_MAXIMO,1,100,2024-08-05,2024-08-20,Callao Norte,AOCROSPOMA,Jorge Balc,080,SATISFECHO,080,SATISFECHO,080,SATISFECHO,1047320,PM,TCURO,2024-09-09,X,,,0000-00-00,,5105626720,2024,2024-09-10,01-0E001-0002433,1829,279,USD,
600,M617041     ,000001,ZMAX,TMAT CAMBIO CONTROL NIVEL AUXILIAR CALDE,PMP24/03-TMAT-01-11,CTEC MOVM,KS,3032182001,HyP Fijo TMAT,2024-08-05,TASA_MAXIMO,0020132434,00010,TMAT CAMBIO CONTROL NIVEL AUXILIAR C-3,TMAT,4190,USD,4190,TMR4,MANTTO COR,2024-08-05,2024-08-05,2061042382,EQUIPOS INDUSTRIALES & CALDERAS S.A,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T66,617041,617042,TMAT,MCP,11,TMAT0201-0107,Caldero #3,0000000000000000300020747,CALDERA DE VAPOR 1000BHP,05,,,3,Liberado Total,2024-08-21,BG,EDWPEREZ,2024-08-21,X,,,0000-00-00,,,,0000-00-00,,5010181114,00010,2061042382,EQUIPOS INDUSTRIALES & CALDERA,2024-08-22,2024-08-05,T54,1,UA,4190,USD,4190,,8,Liberado total Exsa,2024-08-23,LT,JHDELGADO,2024-08-23,X,GM,EDELASCASAS,2024-08-23,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001880872,Aceptada,,TMAT CAMBIO CONTROL NIVEL AUXILIAR CALDE,,4190,USD,4190,USD,2024-08-26,TASA_MAXIMO,1,100,2024-07-17,2024-07-21,Matarani - Mollendo,YSAMBRANO,LUZGARDO,090,DE 81% A 90 % DE CUMPLIMIENTO,100,MUY SATISFECHO,100,MUY SATISFECHO,1047322,SR,EMARENGO,2024-08-26,X,,,0000-00-00,,5105621011,2024,2024-08-27,01-0E001-0000043,9888.4,1508.4,USD,
600,M617044     ,000001,ZMAX,TMAT CAMBIO CONTROL NIVEL AUXILIAR CALDE,PMP24/03-TMAT-01-11,CTEC MOVM,KS,3032182001,HyP Fijo TMAT,2024-08-05,TASA_MAXIMO,0020132435,00010,TMAT CAMBIO CONTROL NIVEL AUXILIAR C-6,TMAT,4190,USD,4190,TMR4,MANTTO COR,2024-08-05,2024-08-05,2061042382,EQUIPOS INDUSTRIALES & CALDERAS S.A,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T66,617044,617045,TMAT,MCP,11,TMAT0201-0116,Caldero #6,0000000000000000300009687,CALDERA DE VAPOR 900BHP,05,,,3,Liberado Total,2024-08-21,BG,EDWPEREZ,2024-08-21,X,,,0000-00-00,,,,0000-00-00,,5010181114,00020,2061042382,EQUIPOS INDUSTRIALES & CALDERA,2024-08-22,2024-08-05,T54,1,UA,4190,USD,4190,,8,Liberado total Exsa,2024-08-23,LT,JHDELGADO,2024-08-23,X,GM,EDELASCASAS,2024-08-23,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001880873,Aceptada,,TMAT CAMBIO CONTROL NIVEL AUXILIAR CALDE,,4190,USD,4190,USD,2024-08-26,TASA_MAXIMO,1,100,2024-07-22,2024-07-26,Matarani - Mollendo,YSAMBRANO,LUZGARDO,090,DE 81% A 90 % DE CUMPLIMIENTO,100,MUY SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047323,SR,EMARENGO,2024-08-26,X,,,0000-00-00,,5105621011,2024,2024-08-27,01-0E001-0000043,9888.4,1508.4,USD,
600,M617046     ,000001,ZMAX,T427 SA Desmon/Mant/Mont. Tuberías achiq,F4A24/03-T427-EPPM06SACO,CTEC MOVM,KS,3023140014,Tasa 427 (Esther 7),2024-08-05,TASA_MAXIMO,0020132437,00010,T427 SA Desmon/Mant/Mont. Tuberías achiq,TCNO,12750,PEN,3401.81,TMF2,MANTTO IPR,2024-08-05,2024-08-12,,,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T66,617046,617047,T427,COND,07,TF01427-0701-01,Tuberias/Manifold y valvulas,0000000000000000000000000,,05,,,3,Liberado Total,2024-08-05,JE,EMORE,2024-08-05,X,,,0000-00-00,,,,0000-00-00,,5010179325,00010,0000004852,REPARACIONES NAVALES EMANUEL E,2024-08-05,2024-08-12,T62,1,UA,12750,PEN,3401.81,,8,Liberado total Exsa,2024-08-06,GL,FTHORNE,2024-08-06,X,GM,EDELASCASAS,2024-08-06,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001876648,Aceptada,,T427 SA Desmon/Mant/Mont. Tuberías achiq,,12750,PEN,12750,PEN,2024-08-22,TASA_MAXIMO,1,100,2024-08-05,2024-08-17,TASA 427,JLOPEZ,RONALD,080,SATISFECHO,080,SATISFECHO,080,SATISFECHO,1047325,PM,TCURO,2024-08-22,X,,,0000-00-00,,5105619670,2024,2024-08-26,01-0E001-0000228,16166,2466,PEN,
600,M617050     ,000001,ZMAX,TMAT CALIBRACION COLORIMETRO LN DESCARGA,PMP24/03-TMAT-01-02,CTEC MOVM,KS,3032182001,HyP Fijo TMAT,2024-08-05,TASA_MAXIMO,0020132438,00010,TMAT CALIBRACION COLORIMETRO LN DESCARGA,TMAT,1080,USD,1080,TMR4,MANTTO COR,2024-08-05,2024-07-20,2054161239,CORPORACION HORUS MAR S.A.C.,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T66,617050,617051,TMAT,MCP,02,TMAT0102-0102,Desaguador Rotativo #2,0000000000000000300009309,DESAGUADOR ROTATIVO 300TN/HR,05,,,3,Liberado Total,2024-12-12,BG,EDWPEREZ,2024-12-12,X,,,0000-00-00,,,,0000-00-00,,5010195453,00010,2054161239,CORPORACION HORUS MAR S.A.C.,2024-12-13,2024-07-20,T84,1,UA,1080,USD,1080,,8,Liberado total Exsa,2024-12-16,LT,JHDELGADO,2024-12-16,X,GM,EDELASCASAS,2024-12-16,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1002050621,Aceptada,,TMAT CALIBRACION COLORIMETRO LN DESCARGA,,1080,USD,1080,USD,2024-12-16,TASA_MAXIMO,1,100,2024-07-20,2024-07-20,Matarani - Mollendo,YSAMBRANO,R.Cueva,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047326,SR,EMARENGO,2024-12-16,X,,,0000-00-00,,5105682623,2024,2024-12-22,01-0E001-0001000,1274.4,194.4,USD,
600,M617052     ,000001,ZMAX,P061 SE Adic. sistema electrico,F5A24/10-P061-PAPM06SECO,CTEC MOVM,KS,3023120012,Tasa 61 F,2024-08-05,TASA_MAXIMO,0020132439,00010,P061 SE Adic. sistema electrico,TCHI,1659,PEN,442.64,TMF2,MANTTO IPR,2024-08-05,2024-07-22,2060650981,MULTISERVICIOS Y FABRICACIONES GENE,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T79,617052,617055,P061,MPA,04,TF0561-04,SISTEMAS ELECTRICOS,0000000000000000000000000,,05,,,3,Liberado Total,2024-08-05,JE,EMORE,2024-08-05,X,,,0000-00-00,,,,0000-00-00,,5010179603,00010,2060650981,MULTISERVICIOS Y FABRICACIONES,2024-08-08,2024-07-22,T76,1,UA,1659,PEN,443.58,,8,Liberado total Exsa,2024-08-09,LT,JHDELGADO,2024-08-09,X,GM,EDELASCASAS,2024-08-09,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001921301,Aceptada,,P061 SE Adic. sistema electrico,,1659,PEN,1659,PEN,2024-09-25,TASA_MAXIMO,1,100,2024-08-07,2024-08-08,Panga T061,JOSESANCHEZ,ALDO MEJIL,090,DE 81% A 90 % DE CUMPLIMIENTO,100,MUY SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047327,PM,TCURO,2024-09-25,X,,,0000-00-00,,5105635765,2024,2024-09-26,01-0E001-0000769,1957.62,298.62,PEN,
600,M617056     ,000001,ZMAX,TMAT CAMBIO DE INYECTORES GG.EE. N°06,PMP24/03-TMAT-01-12,CTEC MOVM,KS,3032182001,HyP Fijo TMAT,2024-08-05,TASA_MAXIMO,0020132442,00010,TMAT CAMBIO DE INYECTORES GG.EE. N°06,TMAT,2450,USD,2450,TMR4,MANTTO COR,2024-08-05,2024-08-05,2022622064,EMPRESA DE SERVICIOS MULTIPLES SERM,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T76,617056,617057,TMAT,MCP,12,TMAT0202-0304,Grupo Electrógeno #6,0000000000000000300009737,MOTOR DIESEL 825 KVA/660 KW 1800 RPM,05,,,3,Liberado Total,2024-08-21,BG,EDWPEREZ,2024-08-21,X,,,0000-00-00,,,,0000-00-00,,5010181094,00010,2022622064,EMPRESA DE SERVICIOS MULTIPLES,2024-08-22,2024-08-05,T54,1,UA,2450,USD,2450,,8,Liberado total Exsa,2024-08-23,LT,JHDELGADO,2024-08-23,X,GM,EDELASCASAS,2024-08-23,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001880861,Aceptada,,TMAT CAMBIO DE INYECTORES GG.EE. N°06,,2450,USD,2450,USD,2024-08-26,TASA_MAXIMO,1,100,2024-08-08,2024-08-08,Matarani - Mollendo,YSAMBRANO,SEGUNDO MO,090,DE 81% A 90 % DE CUMPLIMIENTO,100,MUY SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047330,SR,EMARENGO,2024-08-26,X,,,0000-00-00,,5105620661,2024,2024-08-27,01-0FFF1-0000708,2891,441,USD,
600,M617058     ,000001,ZMAX,TMAT CAMBIO BOMBA AGUA GG.EE. N°01,PMP24/03-TMAT-01-12,CTEC MOVM,KS,3032182001,HyP Fijo TMAT,2024-08-05,TASA_MAXIMO,0020132443,00010,TMAT CAMBIO BOMBA AGUA GG.EE. N°01,TMAT,1750,USD,1750,TMR4,MANTTO COR,2024-08-05,2024-08-05,2022622064,EMPRESA DE SERVICIOS MULTIPLES SERM,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T76,617058,617059,TMAT,MCP,12,TMAT0202-0301,Grupo Electrógeno #1,0000000000000000300007532,MOTOR DIESEL 825 KVA/660 KW 1800 RPM,05,,,3,Liberado Total,2024-08-21,BG,EDWPEREZ,2024-08-21,X,,,0000-00-00,,,,0000-00-00,,5010180975,00010,2022622064,EMPRESA DE SERVICIOS MULTIPLES,2024-08-21,2024-08-05,T54,1,UA,1750,USD,1750,,8,Liberado total Exsa,2024-08-23,LT,JHDELGADO,2024-08-23,X,GM,EDELASCASAS,2024-08-23,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001880864,Aceptada,,TMAT CAMBIO BOMBA AGUA GG.EE. N°01,,1750,USD,1750,USD,2024-08-26,TASA_MAXIMO,1,100,2024-08-08,2024-08-08,Matarani - Mollendo,YSAMBRANO,SEGUNDO BE,090,DE 81% A 90 % DE CUMPLIMIENTO,100,MUY SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047331,SR,EMARENGO,2024-08-26,X,,,0000-00-00,,5105620653,2024,2024-08-27,01-0FFF1-0000707,2065,315,USD,
600,M617064     ,000001,ZMAX,T057 SH Desembarque instalación NS,F4A24/03-T057-EPPM06SHCO,CTEC MOVM,KS,3023140008,Tasa 57 (Copetsa 4),2024-08-05,TASA_MAXIMO,0020132440,00010,T057 SH Embarque instalación NS,TCNO,12816,PEN,3419.42,TMF2,MANTTO IPR,2024-08-05,2024-08-12,,,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T67,617064,617065,T057,MPA,06,TF01057-06,SISTEMAS HIDRAULICOS,0000000000000000000000000,,03,1,X,1,Pend.liberac.AREA,0000-00-00,99,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,00000,,,0000-00-00,0000-00-00,,0,,0,,0,,,,0000-00-00,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,,,,0,,0,,0000-00-00,,0,0,0000-00-00,0000-00-00,,,,000,,000,,000,,,,,0000-00-00,,,,0000-00-00,,,0000,0000-00-00,,0,0,,
600,M617066     ,000001,ZMAX,T057 SH Desembarque  NS,F4A24/03-T057-EPPM06SHCO,CTEC MOVM,KS,3023140008,Tasa 57 (Copetsa 4),2024-08-05,TASA_MAXIMO,0020132441,00010,T057 SH Desembarque  NS,TCNO,5884,PEN,1569.9,TMF2,MANTTO IPR,2024-08-05,2024-08-12,,,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T67,617066,617067,T057,MPA,06,TF01057-06,SISTEMAS HIDRAULICOS,0000000000000000000000000,,03,1,X,1,Pend.liberac.AREA,0000-00-00,99,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,00000,,,0000-00-00,0000-00-00,,0,,0,,0,,,,0000-00-00,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,,,,0,,0,,0000-00-00,,0,0,0000-00-00,0000-00-00,,,,000,,000,,000,,,,,0000-00-00,,,,0000-00-00,,,0000,0000-00-00,,0,0,,
